project,story_id,run_id,user_story,review_status,classification_mode,final_rows,final_confidence,decision,disagreement_cause,action,why,uncertainty_band,uncertainty_score,consensus_ratio,disagreement_rate,hypothesis_count,label_overlap,normalized_entropy,taxonomy_version,prompt_version,policy_version,openai_rows,openai_confidence,openai_needs_review,gemini_rows,gemini_confidence,gemini_needs_review,deepseek_rows,deepseek_confidence,deepseek_needs_review,groq_rows,groq_confidence,groq_needs_review
P09,us_833cd43aaf408eb5,run_687fd224f4164c66b0cc5455f1028c94,"As a user, I want to register projects so that they can be managed and tracked in the system.",accepted_auto,,Registry::Insert data,0.84,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2645,0.6667,0.3333,2,0.5,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.78,False,,,,Registry::Insert data,0.9,False,Registry::Insert data | Management::View dashboard | Management::Notify via app | Management::Notify by email,0.9,False
P09,us_b2243f4e10193027,run_687fd224f4164c66b0cc5455f1028c94,"As a user, I want to view the organization chart so that I can understand the company’s structure and hierarchy.",accepted_auto,classify_only,n/a::n/a,0.76,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5803,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.72,True,,,,n/a::n/a,0.3,True,Registry::Retrieve data,0.8,False
P10,us_14bb69e56221d046,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to perform the initial system setup so that the BeagleBone device can be recognized on the network.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6933,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.56,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P10,us_039773201f097ec1,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to log in via the Web application so that I can access the system.",accepted_auto,classify_only,n/a::n/a,0.85,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.1883,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Login with username and password,0.74,True,,,,Authentication::Login with username and password,0.9,False,Authentication::Login with username and password,0.9,False
P10,us_c00ced222590fee2,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to request that my password be sent by email so that I can recover it if I forget it.",accepted_auto,,Authentication::Password recovery,0.98,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0042,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Password recovery,0.95,False,,,,Authentication::Password recovery,1.0,False,Authentication::Password recovery,1.0,False
P10,us_9f15289106216b90,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to edit my registration information in the Web application so that I can update my personal data.",accepted_auto,,Authentication::Update profile | Registry::Update data,0.84,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2645,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Update profile | Registry::Update data,0.78,False,,,,Authentication::Update profile,0.9,False,Registry::Update data | Authentication::Update profile,0.9,False
P10,us_69534975d5d3c211,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to configure the height of a reservoir associated with my account so that monitoring can be performed correctly.",accepted_auto,classify_only,n/a::n/a,0.72,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.3303,0.6667,0.3333,2,0.4667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.74,False,,,,Registry::Update data,0.7,False,Management::View dashboard | Management::Notify via app | Management::Notify by email | Registry::Update data | Registry::Insert data,0.8,False
P10,us_bea2355a181eb232,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to access information via the Web application about the corresponding water level so that I can monitor the reservoir’s water level.",accepted_auto,,Registry::Retrieve data,0.84,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2728,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.78,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P10,us_b92b4eceef5d5673,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to control the water outflow of the reservoir in the Web application so that I can decrease or increase the water flow manually.",accepted_auto,classify_only,n/a::n/a,0.29,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.637,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.38,True,,,,n/a::n/a,0.2,True,Management::Modify input behavior,0.8,False
P10,us_6dd1cad466abe2bb,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to view the reservoir's water outflow in the Web application so that I can have information about the outflow rate.",accepted_auto,,Registry::Retrieve data,0.77,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.322,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Management::View dashboard,0.8,False,Registry::Retrieve data,0.8,False
P10,us_d48d3b549fe268cc,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to configure alarms in the Web application so that users are notified when the water reaches the minimum, maximum, or a specified level.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4495,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Management::Notify via app,0.74,True,,,,Management::Notify via app | Management::Notify by email,0.8,False,Management::Notify via app | Management::Notify by email,0.8,False
P10,us_4a8549b542d4069a,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to view water usage charts in the Web application so that I have a basis for planning water-saving strategies.",accepted_auto,,Management::View dashboard,0.84,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2728,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Management::View dashboard,0.78,False,,,,Management::View dashboard,0.9,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P10,us_e5db9785bcb8e336,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to configure water-saving profiles in the Web application so that I can automate the reservoir’s water flow.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.68,0.3333,0.6667,3,0.0278,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.72,True,,,,n/a::n/a,0.3,True,Management::View dashboard | Management::Export report to PDF | Management::Export report to XLS | Management::Notify via app | Management::Notify by email | Registry::Insert data | Registry::Update data | Registry::Remove data | Authentication::Login with username and password | Authentication::Login with OAuth | Authentication::Create account | Authentication::Remove account,0.8,False
P10,us_3b8e24a7f0d1f4d0,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As an Administrator, I want to add new reservoirs via the Web application so that I can have access to other monitoring systems.",accepted_auto,,Registry::Insert data,0.88,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2662,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.86,False,,,,Registry::Insert data,0.9,False,Registry::Insert data | Authentication::Login with username and password,0.8,False
P10,us_0d17d139145a7091,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As a Web user, I want to register my device on the server so I can send and receive information from it through my smartphone",accepted_auto,,Registry::Insert data,0.82,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2762,0.6667,0.3333,2,0.5556,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.74,False,,,,Registry::Insert data,0.9,False,Registry::Insert data | Management::Notify via app | Management::Notify by email,0.8,False
P10,us_a5ed0ae55aba7124,run_f2ebb82290ff45be9c03b6f62ffacb1d,"As a Web user, I want to view charts about the plant's status to see its history over time.",accepted_auto,,Management::View dashboard,0.82,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.3137,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Management::View dashboard,0.74,False,,,,Management::View dashboard,0.9,False,Registry::Retrieve data,0.8,False
P01,us_014ab0e4d4e4c05a,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to visually create and edit the graphical structure of a Bayesian network so that I can define, organize, and visualize the associations between its variables in an intuitive way.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6783,0.3333,0.6667,3,0.0833,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Modify input behavior | Registry::Update data,0.66,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data | Management::View dashboard,0.8,False
P01,us_3a1aecfedfeb017f,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want the system to perform probabilistic inference on the Bayesian network so that I can obtain predictions, diagnoses, and other reasoning results based on the relationships among the variables.",accepted_auto,classify_only,n/a::n/a,0.27,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6403,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.34,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data | Registry::Modify input behavior,0.8,False
P01,us_7ffc73016dc8f9e6,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to manually edit the properties of each node in the Bayesian network, including its probability tables, so that I can define or adjust the conditional probabilities according to my knowledge or experimental data.",accepted_auto,classify_only,n/a::n/a,0.76,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4428,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.62,True,,,,Registry::Update data,0.9,False,Registry::Update data | Registry::Modify input behavior,0.9,False
P01,us_23450028ba20bcd6,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to define evidences for multiple variables in the Bayesian network by assigning specific values to them, so the model can use these fixed inputs to infer the resulting probability distributions of the remaining variables.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6783,0.3333,0.6667,3,0.1111,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.56,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Update data | Registry::Modify input behavior,0.8,False
P01,us_3d78d6546851d449,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to define node functions for ordinal variables using the Ranked Nodes Method so that I can automatically generate their corresponding probability tables.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6883,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Modify input behavior,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P01,us_2cb1f3716a2f0092,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to create named scenarios by defining input values for variables so that I can easily identify and manage different test cases.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5883,0.3333,0.6667,3,0.4444,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data | Registry::Modify input behavior,0.72,True,,,,Registry::Insert data,0.8,False,Registry::Insert data | Management::View dashboard,0.8,False
P01,us_9cc0696fa4a4ff14,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to define the probability function of ordinal nodes using the Weighted Sum Algorithm so that I can generate conditional probability tables based on the weighted contribution of each parent variable",accepted_auto,classify_only,n/a::n/a,0.32,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.647,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.34,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P01,us_e0f1e841aebfa537,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to define conditional probability tables for single-parent nodes using the AHP-based pairwise comparison method so that I can generate consistent probabilities while minimizing subjective bias.",accepted_auto,classify_only,n/a::n/a,0.34,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6437,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.38,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P01,us_10066a80c19eb009,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to generate conditional probability tables for nodes with multiple parents by combining the conditional probabilities obtained from each parent individually, using the normalization rule proposed by Chin et al., so that I can approximate multi-parent dependencies without manually defining all state combinations.",accepted_auto,classify_only,n/a::n/a,0.34,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6287,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.38,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P01,us_ec7eeb70ce448d36,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to define prior probability distributions for nodes without parents using pairwise comparisons among their possible states so that I can specify consistent initial probabilities when no parent nodes exist.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6883,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Modify input behavior,0.62,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P01,us_901c896269331cfc,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to use guided methods for defining probabilities so that I can complete the network setup faster and with fewer errors.",accepted_auto,classify_only,n/a::n/a,0.34,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6437,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.38,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Registry::Update data,0.8,False
P01,us_fc61599f29c60fd2,run_c0a7ecd57e51426aa0c65a49291e1038,"As a user, I want to apply the AHP-based probability generation method across the Bayesian network so that I can consistently generate probabilities for all types of nodes.",accepted_auto,classify_only,n/a::n/a,0.3,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6503,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.4,True,,,,n/a::n/a,0.2,True,Registry::Insert data | Registry::Update data,0.8,False
